submission_folder,agent_name,llm_name,instance_id,joined,enriched_encoding,is_failed
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-11555,1,P P Vp Lb Ls Lb P Ps Ve G Lb Lb Lb Lb Ls Lt Lb Ls Lt Ls Lb Lb Ls Ls Lt Ls Lt P Ps Ps Ls P P Lb Vp P P Ve P Ve G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-11603,1,P P Vp Lb Ls Lb P Ps Ve G Ls Lb P Ps Ps Ve Lb Vp P P Ve G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-11728,1,P P Vp Lb Ls Lb P Ps Ve G Ls Ls Lb Ls Lb Ls Lt P Lt P P Ve Lb Pi Ve P Ve G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-11734,1,P P Vp Lb Ls Lb P Ps Ve G Ls Lb P Ps Ps Ps Ps Ps Ps Ps Ps Ls Ls Ls Lb Lb Ls Ls Lt Ls Lt Ls Lt P Lb P Ps Ps Ve Ls Vp Lb Ls Vp Lb P Ps Ps Ps Ps Ve Ps Ve Lb Lt Lb Lt P Ve P Ve Lb Lt P Ve P Ve P Ve P Ve P Ve,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-11740,1,P P Vp Lb Ls Lb P Ps Ve G Lb Lb Lb Lb Lb Ls Ls Ls Ls Lt Ls Ls Ls Lt Ls Lt P Ps Ps P Ve P Ve P Ve Pi Ve P Ve P Ps Ve P Ps Ve P Ve P Ve P Ps Ve P Ps Ve P Ve P Ve P Ve P Ve P Ve P Ve P Ve P Ve P Ps Ps Ve P Ve Ls Ls Lb,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-11749,1,P P Vp Lb Ls Lb P Ps Ve G Ls Ls Ls Lb Lt P Ps Ps P Ve Lb Pi Lb P Ve Lb Pi Ve Lb Lb Pi Ve Lb P Ve Lb Pi Ps Ve G,0
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-11790,1,P P Vp Lb Ls Lb P Ps Ve G Ls Ls Lb Ls Lt Ls Lt Lt Lt P Ve Ls Vp P P Ve Lb P Ve P Ve P Ve P Ve Lb Ls Ls P Ve P Ve P Ve Lb P Ve P Ve P Ve P Ve P P Ve P Ve P Ve P Ve P Ve Lb Ls Lt P Lb Vp P Ps Lb Ls P Ps Ps Ps Lb P Ps Ve P Ve,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-11815,1,P P Vp Lb Ls Lb P Ps Ve G Ls Lb Lb Lb Lb Lb Lb P Ps Ps P P Vp P Vp Lb P Ve Lb P Ps Vp Lb P Lb P Ps Ps Ls P Ps Lb P Ps Lb P Vp Lb Lb P P Ps Ps Lb Vp Lb Lt P Ps Ve Lt P Ps Ps Ps,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-11820,1,P P Vp Lb Ls Lb P Ps Ve G Lb Lb Ls Ls Ls Ls Ls Lb Ls Lt P Ps Ve Lt P Ve P P Ve P Ve P Ve Pi Ps Ps P Ve Pi Ve Vf P P Ve P Lb P Lb P Ve P Ve Vp P P Ps Ve P Lb P Lb P Ps Ve P Ps Ve Lb P Ps Ve Lb P Ve Lb P Ve Lb P Ve P Ps Ve P Ve P Ve Lb P,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-11848,1,P P Vp Lb Ls Lb P Ps Ve G Ls Lb Ls Lt Ls P Ps Lb P P Ve Lb Vp Ps Ps Ve Lb Lt P Ve Lt P Ve P Ve P Ve G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-11880,1,P P Vp Lb Ls Lb P Ps Ve G Lb P Ps P Ve P Ve Lb Ls Lb P P G,0
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-11885,1,P P Vp Lb Ls Lb P Ps Ve G Ls Lb Ls Lt P Ps Ps Ls Ls Vp Lb Lt P Ve P Vp Pi Vp Lb Lb Lb Vp Vp Lb Lt P Ve Lb P Ve Lb P Ve P Ps Ve P,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-11951,1,P P Vp Lb Ls Lb P Ps Ve G Lb Ls Lt P Ps Ve Vp Ls Vp Ls Ls Vp Lt P Ps Ve G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-11964,1,P P Vp Lb Ls Lb P Ps Ve G Ls Lb P P P P Ps P Ve P P Lb P Ve Lb P Ve P Ve P P Lb P P Ve P P P Ps P Lb P Ve Ve Pi P Lb P Ve Lb P Lb P Ve Lb Ve Lb P Ve P Ve Ls Ls Ls Lb Ls P P P P G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-11999,1,P P Vp Lb Ls Lb P Ps Ve G P P Ps P Vr P Ps Ps Ps Ps Lb Lb P Ps Ps Lb Vr Ps Ps Lb Vr Pi Vr P P P Vr P P Vr P Vr P Vr P P Vr G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-12039,1,P P Vp Lb Ls Lb P Ps Ve G Ls Lb Ls Lb Ls Lt Lt Lb P Ps Ps Ps P Ve G,0
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-12050,1,P P Vp Lb Ls Lb P Ps Ve G Ls Ls Ls Lb Ls Lt P Ls Ls Lb P Ve Ls Vp Lb Ls Vp Ls Ls Ls Ls Ls Lb P P G,0
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-12125,1,P P Vp Lb Ls Lb P Ps Ve G P P P P P P Vp P P Vp Lb Lb Vp Vp Vp Lb E P P Lb P P Lb Vp Pi Lb Vp Vp Lb P Lb Vp Lb Ls P Lb G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-12143,1,P P Vp Lb Ls Lb P Ps Ve G Ls Lb P Lt Vp Lb Vp Lb Lb Lt P Ps Lt G,0
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-12155,1,P P Vp Lb Ls Lb P Ps Ve G Ls Ls Ls Lb Ls Lb Pi Ps P Ve Lb Pi Ve G,0
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-12193,1,P P Vp Lb Ls Lb P Ps Ve G Ls Ls Ls Ls Ls Lb Ls Lt P Ve G Ls Vp Ls Vp P P Vp P Vp Ls Ls Ls Lt P Vp Pi Vp Ls Ls Lb P Lt G,0
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-12209,1,P P Vp Lb Ls Lb P Ps Ve G P P Vr P Vr P Vr P Vr Pi Vr P Vr P Vr P Vr P Vr P Vr P Vr P Vr Lb Ls Lt Lt Lt Ls Lb Lb Ls Lb Ls Lt Lb Ls Lt Lt Lt P P Lb Lb P P P P P P P P P P P P P P P P P,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-12262,1,P P Vp Lb Ls Lb P Ps Ve G Ls Ls Ls Lb Lt Ls Lt Ps Ps Ps Ps Ps Ps Ps P Ps P Vp Lb Lt Lb Ve Lb Lt Ps Ve Lb Ps Ps P Ve Lb Ps Ve Ps P Lb P Ve Lb Ps Ps Ve P Ve Pi Ve Ps P Lb P Lb Ve Lb Lt Ps Ve Lb Lt P Ps Ve Lb Lb Ps Ve G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-12273,1,P P Vp Lb Ls Lb P Ps Ve G P P Vr P P P P Ps P Ps P Ve Lb P Ve Lb P Ve Lb P Ve Lb P Ve G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-12276,1,P P Vp Lb Ls Lb P Ps Ve G Ls Lb Ls Lt Ls P Ps Ls Ls P Ls Lt Ls G,0
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-12304,1,P P Vp Lb Ls Lb P Ps Ve G Ls Ls Ls Lb P Ps G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-12308,1,P P Vp Lb Ls Lb P Ps Ve G Ls Lb Ls Lt P Ps P Ve Ls Vp P Ve Pi Ve Lb P Ps Ve G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-12325,1,P P Vp Lb Ls Lb P Ps Ve G Lb Lb Ls Ls Lt P Lt P Ps Vp Vp P P Ps Ve Lb Lt P Ve Lb Ls Ls Lt P Ps Ps Ls P Ve P Ve P Ve Lt P Ve G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-12406,1,P P Vp Lb Ls Lb P Ps Ve G Ls Lb Ls Lt Ls Lt P Ps P Ve Lb G Vp P Vp P Vp P Vp P P P Vp P Vp Lb Ls P Ps Lb Vp Lb P Ve Lb Ls Ls Ls Lb Ls Lt P Ve Lb Ls P Ps Ve Lb Ls P Ps Ve P Ve P Ve P Ve Lb Ls P Ps Ps Ve Lb P Ve P Ve,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-12419,1,P P Vp Lb Ls Lb P Ps Ve G Ls Lb Ls P Ls Ls Lb Ls Lt P Ls Lb P P P P P G,0
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-12663,1,P P Vp Lb Ls Lb P Ps Ve G P P Ps P Ps Ps Lb P Vr P Vr P Vr P Lb P Lb P Vr P P Lb Vr Ls Ls Lb Ls P Ps Ls P Vr Lt P Ps Vr P Vr P Vr G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-12708,1,P P Vp Lb Ls Lb P Ps Ve G Lb P Ls Ls Lb P Ve Lb Vp Lb Lb Vp P Ps Ve P Ve G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-12713,1,P P Vp Lb Ls Lb P Ps Ve G Ls Lb P Ve Lb Vp P Vp P Vp Ls Ls Vp P Vp Pi Vp P Vp P Vp P Vp Pi Vp P Vp P Vp P Vp P Vp P Ps Ls P Lb P Ps G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-12741,1,P P Vp Lb Ls Lb P Ps Ve G Ls Ls Lb Ls Lt P Ls Lb Pi Lb Lb Ls G,0
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-12754,1,P P Vp Lb Ls Lb P Ps Ve G Lb Lb Lb Ls Lb P Ls Ls Ls Lb Ls Ls Lb P Ps P Ps Ve P Ve P Ve P Ve Lb Ls Lb P Ve G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-12774,1,P P Vp Lb Ls Lb P Ps Ve G Ls Lb Ls Lt P Ps Ps Lt Lb P P Ve Ls Vp P Ve P Ps Ve P Ve P Ve P Ve P Ve P Ve P Ve Lb Ls Lt Ve G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-12858,1,P P Vp Lb Ls Lb P Ps Ve G Ls Lb Lb Ls Lb Ls Lt P Lt P Ve G Vp Vp Ls Vp Lb Lt P Ve P Ve G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-12965,1,P P Vp Lb Ls Lb P Ps Ve G Ls Ls Lb Ls Lt Lb Ls Lt Ls Lb Ls Ls Ls Ls Ls Lb Ls Lt P Ve Vp P Ve P Ve P G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13012,1,P P Vp Lb Ls Lb P Ps Ve G Ls Lb Ls Lt Ls Lb Ls Ls Lt Ls Lb Ls Lt Ls Lt P Ls Lb Lb P P G Vp Ls Vp P Ve P Ve P Ve P Ve P Ve Lb P Ve P Ve P Lb P Ve P Lb P Ve P Ve P Ve P Ve P Ve Lb P Ve P Ve Ls Lb P Ve P Ve,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13023,1,P P Vp Lb Ls Lb P Ps Ve G Ls Ls Lb Ls Lt P Ps P Ps Ve Lb Vp Vp P Ve G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13028,1,P P Vp Lb Ls Lb P Ps Ve G Ls Lb P Ps Lb P P Ve Lb Vp Pi Vp G,0
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13033,1,P P Vp Lb Ls Lb P Ps Ve G P P Ps P Ps Ps Lb P Ve P P Lb P Lb P Ve P P Ps P Lb P Ve Ls Ls Lb Ls Lt Ls Lt Lt Ls Lt Ls Lb Ls Lt Ls Lt Lt Ls Lb Ls Lt Ls Lt P Lt P P Vp P P Ve P P Ve Lb Lb Lb P Ve Lb P,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13089,1,P P Vp Lb Ls Lb P Ps Ve G Ls Lb P Ve Lb Vp G,0
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13109,1,P P Vp Lb Ls Lb P Ps Ve G Ls Lb P Ve Vp Lb Vp Vp Ve Ve Vp P P Ve G,0
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13112,1,P P Vp Lb Ls Lb P Ps Ve G Lb Ls Lb Lb Lb Lb P Lb P Ps Ps Ps Ps Ps Ps G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13121,1,P P Vp Lb Ls Lb P Ps Ve G P P Vr P Vr Pi Vr Ls Ls Lb Lb Ls Lb Ls Lt Lb Ls Lt Ls Lb Ls Ls Lt P Ps Ps Ls P Lb P Ps Ps Ps Ps P Ve P Ps P P Ps Ps Vp P Ve P Ve Ls Vp P Vp P Vp P Vp P Vp Lb Ls Lt Ls Lb Ls Ls Lt P Ps Ps Lb Ls Lt P,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13128,1,P P Vp Lb Ls Lb P Ps Ve G Pr P Ve P Ve P Ve P Ve Pi Ve Pi Ve P Ve Pi Ve Pi Ps Ps Ve P Ve P Ve Ps Ps Ve P Ps Ps Ve G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13158,1,P P Vp Lb Ls Lb P Ps Ve G P P Ps Ve P P Ps Ps Lb P Ve P Ve P P Lb P Lb P Ve P Lb P Ve Lb P Ve P Ve P Ve P Vp Lb P Ve Pi Ve P Lb P Ve Lb P Ve Lb Lb P Ve Pi Ve Lb P P Ps P Lb P Ve Vp Lb P Ve Lb P Ve P Ve P Ve G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13195,1,P P Vp Lb Ls Lb P Ps Ve G Ls Ls Lb Ls Lt P Ls Lb Lt P Ve Lb Vp P Vp Pi Vp Lb Ls Vp Ls Ls Ls Lb Ls Lt P G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13212,1,P P Vp Lb Ls Lb P Ps Ve G Lb Ls Lb P Ps Ps Ls P Ps Ps Ps Ps Ps Ps Ps Ps Ps Ps Ps Ps Ps Ps Ps Ps Ve Vp Lb Ls Vp Ve Vp Ls Ls Lb Ls Ls Lb Pi P P Ps P Ve P P Ps Vp P Lb P Ve Lb P Ve P Ve P Ps Ve P Ve P Ve P Ve P Ps Ve,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13279,1,P P Vp Lb Ls Lb P Ps Ve G Ls Ls Lb Ls Lb Ls Lt P Ve G Lb Lb G Lb Lb Vp Vp Vp Lb Vp Ve P P Ve Lb Ls Vp Pi Ve Ls Vp Vp Vp Ls Vp Ls Vp P Lb Lb Lb Lb Lt P Ps Ps Ps Ve Ls Ls Lb P Ps Ve Vp Lb P Ve Lb P Ps Ve P Ve P Ve P Ve P Ve Ps Ve Ps Ps Ve Ps,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13297,1,P P Vp Lb Ls Lb P Ps Ve G Ls Ls Lb Ls Lt P Ls Lb P P Ve Lb Lb Vp Lb P Ls P Vp Pi Ve G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13315,1,P P Vp Lb Ls Lb P Ps Ve G Lb Lb Lb Lb Lb Lb Ls Lt Ls Lt Ls G Ls Lb Ls Lt Ls Lt Lt Ls Lt Ls Lt G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13343,1,P P Vp Lb Ls Lb P Ps Ve G Ls Ls Lb Ls Lt P Ps P Ve Vp Lb Vp Ls Vp Lb Ls Lt P Ve Ls Lt P Ps Ve P Ve G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13344,1,P P Vp Lb Ls Lb P Ps Ve G P P Ps P Ps P Ps P Ps P E Vp P P Ve P Ve P Lb P Lb P Lb Vp P Ve P Lb P Lb P Ve Lb P Ve Lb P Ve Lb P Ve P Lb P Ve Lb P Ve P Lb P Ve Pi P Ve P Ps Ve P Ve P Ve G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13346,1,P P Vp Lb Ls Lb P Ps Ve G P P E P P Ps Ps Ps Ps Ps Ps P Ve P Ps Ps Ps Ve P Ps Ps Ps Ps Ps P Ps P Ve P Ve P Ve Ls Ls Ls Lb Ls Ls Lt P Ps Ps Ps P Ve Lb P Ps Ps Ps Ve P Ve P Ps Ve Lb P Ps Ve Lb P Ps Ve P,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13363,1,P P Vp Lb Ls Lb P Ps Ve G Lb P Ps Ps P Ps P Lb P Ve Ls Vp Ls Vp Pi Ve P Ve P Ve P Ve P Ve P Ve P Ve P Ve Lb Lt G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13401,1,P P Vp Lb Ls Lb P Ps Ve G P P Vr P Vr P Vr Pi Vr Ls Ls Ls Ls Lb Ls Lt P Ps Ps Ps Ps Ps P Ve P P Ps P Ve Lb P Ps Ps P Ve Pi Ve P P Ps Ps Ps P Ve G Pi P Ve P Ve P Ve P Ve P Ve G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13406,1,P P Vp Lb Ls Lb P Ps Ve G P P Vr P Vr P Vr Pi Vr P Vr P Vr P Vr P Vr P Vr P Vr P Vr P Vr P Vr P Vr P Vr P Vr P Vr Lb Ls Lt P Lb P Vr Lb P Ps Lb Vr P Vr P Vr P Vr Lb Ls,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13410,1,P P Vp Lb Ls Lb P Ps Ve G Ls Lb Pi Lb Ls Ls P P Ve G,0
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13417,1,P P Vp Lb Ls Lb P Ps Ve G P P Ps Vr P Vr P Vr P Vr P Vr P Vr P Vr P Vr P Vr Ls Ls P Vr P Vr P Lb G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13449,1,P P Vp Lb Ls Lb P Ps Ve G P P Ls Ls Ls Lb Ls Lb P Ps Ps Ps Lb P P Ps Ps Lb P Vr P Lb P P P Ps P Lb P Vr Vp P P Ve Vp Vr Lb P Vr Lb P Vr Lb P Lb P Vr Lb P Vr Lb Ls P Ps Lb Vr Lb P Vr P Vr P Vr P Vr P Vr P Ps,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13512,1,P P Vp Lb Ls Lb P Ps Ve G Ls Lb Lb Lb Ls Lb P Ps Ve G Vp P P Ve G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13513,1,P P Vp Lb Ls Lb P Ps Ve G Ls Lb P Ps Ps Ls Ls Lb Ls Lt Lb Lb Lt Lb Lb P Ls Lb P Ls Lb P Ve G Vp Ls Vp Lb P Ve Lb Lb P Ve Lb P Ve Lb G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13516,1,P P Vp Lb Ls Lb P Ps Ve G Ls Ls Ls Ls Lb Lb Lt Lt Ls Lt Ls Lt P Lb Ls Lt P Ps Ps Ps Ps P Ve G,0
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13551,1,P P Vp Lb Ls Lb P Ps Ve G Ls Ls Lb P Ve Lb Vp P P Ve P Ve P Ve P Ve Lb Lb Ls Ls Lb Ls Ls Lb P P P P G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13568,1,P P Vp Lb Ls Lb P Ps Ve G Ls Ls Ls Lb P Ps Ps Ps P Ps Ve Lb Vp Ls Vp Lb P Ve Ve P Ve P Ve P Ve Lb G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13569,1,P P Vp Lb Ls Lb P Ps Ve G P P Ps P Ps Ps Lb P Vr P Vr P P Ps Ps Ps Lb P Vr P P Lb P Vr P P Lb P Vr P P Vr P Ps P Lb P Vr Lb P Lb P Vr Vp Lb P Lb P Ps Lb P Vr P Vr Vp P P Ve Vp Vr Ls Ls Lb Ls Lt Lt P G E Vr Ls Vr G,0
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13590,1,P P Vp Lb Ls Lb P Ps Ve G Ls Lb Ls Lt P Ps P Ve P Ve Lb Ls P Ps Ve G,0
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13658,1,P P Vp Lb Ls Lb P Ps Ve G Ls Ls Lb Lb Ls Lt Pi Ve Lb Lb Lb Lb Vp Ve Lb Vp Lb Lb P Ls Ls P Ps Lb Ls P Ls P Ps Ve Lb Ls P Ve Ps Ps Ve Ps Ps Ve Lb Ls P Ps Ps Ve P Ps Ps Ve Pi Ve Ls P Ve P Ps Ps Ve P Ve Ls Lb P Lb P Ve P Ps,0
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13670,1,P P Vp Lb Ls Lb P Ps Ve G P P Vr P Vr P Vr Ls Lb Lb Lb Lb P Lb Vr G,0
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13741,1,P P Vp Lb Ls Lb P Ps Ve G Ls Lb P Ve Lb Vp Lb Lb Vp Lb Ls Lb Ls Lb Ls Lb P Ve G,0
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13786,1,P P Vp Lb Ls Lb P Ps Ve G Ls Lb Lb P Ls Lb Lt Lt P Ve Vp Ls Vp Vp Ve Lt Vp G,0
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13794,1,P P Vp Lb Ls Lb P Ps Ve G P P Vr P Vr P Vr Ls Ls Ls Ls Lb Ls Lt P Ps Ps Ls P Lb P Ps Vr Pi Vr Pi Vr Ls Lb Ls P Lb P Ps P Vr Pi Vr Pi Vr Lb Ls P Ps Ps Lb P Ps Vr Lb Ls P Ps Vr G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13807,1,P P Vp Lb Ls Lb P Ps Ve G Ls Lb P Ps Ps G,0
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13809,1,P P Vp Lb Ls Lb P Ps Ve G Ls Lb P Lt P P G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13810,1,P P Vp Lb Ls Lb P Ps Ve G Ls Lb P Ps Ve Lb Vp Lb Ls Vp Vp Vp Ve Ls Ls Ls P P Ve P Ve P Ve G,0
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13820,1,P P Vp Lb Ls Lb P Ps Ve G Ls Ls Ls Lb Lt Pi Lt Pi P Ve P Ve Lb Vp Lb P P Ve P Ve Lb P Ve Pi Ve P Ve P Ve P Ve P Ve P Ve P Ps Ps Ps Ps Ps Lb Vp Lb Lb Vp P Ps Ve P Ve P Ve P Ve P Ve Pi Ps Ve,0
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13821,1,P P Vp Lb Ls Lb P Ps Ve G Ls Lb P Ls Lb P Ps Ls Lb Ls Lt P Ls Lb Lb Ls Lt P P G,0
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13837,1,P P Vp Lb Ls Lb P Ps Ve G Ls Lb Ls Lt P Ps P Ve Vp G,0
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13925,1,P P Vp Lb Ls Lb P Ps Ve G Lb Lb Lb Lb Lb Ls Lt Ls G Ls Lb P Ls P P G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13933,1,P P Vp Lb Ls Lb P Ps Ve G Ls Ls Lb Ls Ls Lb Ls Lb Ls Lt P Ls Lt P Lt P P P Vp G Vp P Vp P Vp G,0
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-13964,1,P P Vp Lb Ls Lb P Ps Ve G P P P P P Lb P Vr P P Lb P Lb P Vr P Vr P Vr Lb P Lb P Vr Lb P Lb P Vr P Vr P Vr P Vr P Vr Lb P P Lb P Vr P Vr P Vr Lb P Vr Lb P Vr G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-14007,1,P P Vp Lb Ls Lb P Ps Ve G P P P P P Lb P Vr P Vr Lb P Lb P Vr Lb P Lb P Vr P Vr P Vr Pr P Vr Lb P Vr P Vr P P Vr P Vr P Vr P Vr G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-14011,1,P P Vp Lb Ls Lb P Ps Ve G Lb Ls Lb Ls Lb Ls Lt P Ps P Lt P G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-14017,1,P P Vp Lb Ls Lb P Ps Ve G P P Vr P Vr Lb P P P Ps P Pr Vr Pi Vr Pi Vr Pi Vr P Vr P Vr Lb Lt Lb Ls Lt P Ps P P P Vp Vp Lb P Lb P Vp Lb P Ve G Vp Lb P Vp P Vp Pi Vp Lb P P P Ve Pi Ve P Ve P Ve P Vp P Vp P Vp P,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-14034,1,P P Vp Lb Ls Lb P Ps Ve G P P Vr P Vr Ls Ls Lb Ls Lt P Ps P P Ps Ps P Vp P Vp Lb Ls Lt P Ps P Ps Vp Lb Ls Lt P Ve Lb Ls Lt P Ve Lb Ls Lt P Ve Lt P P Vp Lt P Lb P Vp P P P Vp G,1
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-14053,1,P P Vp Lb Ls Lb P Ps Ve G Ls Ls Lb Lb Lt P Lt P Ve Lb Lb Lb Vp Ve Lb Lb Vp Lb P Vp P Vp P Vp Lb Ls Lb Lt Lb P P Vp P Vp P Vp P Vp Lb Lt P G,0
20240620_sweagent_claude3.5sonnet,SWE-agent,claude-3.5-sonnet,django__django-14089,1,P P Vp Lb Ls Lb P Ps Ve G Ls Ls Ls Lb P Ps Ps P P Vp Lb P G,0
